Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine
TOYOTA,FORTUNER,2.7 CITY 4X2 AT,USD,"US$ 28,500",https://cde.neoauto.pe/autos_usados/360x240/389885/389885_1427390.webp,2018,91000,Dual,Automática - Secuencial,"Lima, Lima",Blanco,4,Asientos de cuero,"2,700 cc"
KIA,SPORTAGE,4x2,USD,"US$ 13,900",https://cde.neoauto.pe/autos_usados/360x240/572798/572798_2757832.webp,2014,48370,Gasolina,Automática,"Lima, Lima",Plateado,4,tela,"2,000 cc"
VOLKSWAGEN,UP,MOVE UP! 1.0 MT,USD,"US$ 8,300",https://cde.neoauto.pe/autos_usados/360x240/710802/710802_8548833.webp,2018,26200,Gasolina,Mecánica,"Lima, Lima",Azul,3,tela,"1,000 cc"
VOLKSWAGEN,AMAROK,4x4,USD,"US$ 25,500",https://cde.neoauto.pe/autos_usados/360x240/667746/667746_9906060.webp,2018,70000,Diesel,Automática - Secuencial,"Cañete, Lima",Gris platino,4,tela,"2,000 cc"
MAZDA,CX-5,AT 2.0 AWD GS HIGH IPM PE,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/704815/704815_7108352.webp,2016,53000,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"1,998 cc"
HYUNDAI,ELANTRA,1.8 GLS AT 2AB FULL,USD,"US$ 8,700",https://cde.neoauto.pe/autos_usados/360x240/276067/276067_1589170.webp,2012,164000,Dual,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"1,800 cc"
RENAULT,FLUENCE,DYNAMIQUE 2.0 AT,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/738864/738864_4272661.webp,2015,75000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
KIA,SORENTO,2.4 AT - EX 4X2 FULL,USD,"US$ 15,500",https://cde.neoauto.pe/autos_usados/360x240/720747/720747_9229110.webp,2015,68000,Dual,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,400 cc"
FORD,EXPLORER,LIMITED 4WD,USD,"US$ 31,500",https://cde.neoauto.pe/autos_usados/360x240/129789/129789_3957738.webp,2017,30000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,300 cc"
HYUNDAI,CRETA,1.6 GLS 2WD MT STYLE,USD,"US$ 13,000",https://cde.neoauto.pe/autos_usados/360x240/727151/727151_6656180.webp,2017,89000,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"1,600 cc"
SUBARU,OUTBACK,2.5I AWD CVT LIMITED,USD,"US$ 11,500",https://cde.neoauto.pe/autos_usados/360x240/454314/454314_9150197.webp,2011,82000,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,tela,"2,500 cc"
HYUNDAI,TUCSON,GL 2WD MT FULL,USD,Consultar,https://cde.neoauto.pe/autos_usados/360x240/206143/206143_6625212.webp,2012,90000,Gasolina,Mecánica,"Lima, Lima",Azul,4,tela,"2,000 cc"
NISSAN,X-TRAIL,FULL EXCLUSIVE 4X4 CVT 2.5,USD,Consultar,https://cde.neoauto.pe/autos_usados/360x240/206143/206143_6160969.webp,2015,,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,500 cc"
KIA,SORENTO,2.4 AT - EX 4X2 FULL,USD,"US$ 23,000",https://cde.neoauto.pe/autos_usados/360x240/114510/114510_4696481.webp,2019,51150,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,400 cc"
CHEVROLET,VIVANT,2.0 CDX AT,USD,"US$ 6,900",https://cde.neoauto.pe/autos_usados/360x240/454314/454314_1780664.webp,2012,81000,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"2,000 cc"
HONDA,CR-V,LX 4X4 AT,USD,"US$ 15,700",https://cde.neoauto.pe/autos_usados/360x240/429541/429541_9360022.webp,2015,108500,Gas,Automática,"Lima, Lima",Gris Metálico,4,tela,
KIA,SPORTAGE,4x2,USD,"US$ 14,400",https://cde.neoauto.pe/autos_usados/360x240/197183/197183_9077472.webp,2016,44000,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,"2,000 cc"
SUBARU,FORESTER,2.0 AWD AT X,USD,"US$ 11,500",https://cde.neoauto.pe/autos_usados/360x240/666627/666627_8051718.webp,2010,104000,Gasolina,Automática,"Lima, Lima",Gris platino,4,tela,"2,000 cc"
CITROEN,C-4,4x2,USD,"US$ 15,900",https://cde.neoauto.pe/autos_usados/360x240/733221/733221_4979225.webp,2021,45800,Gasolina,Automática,"Lima, Lima",Negro Perlado,,tela,"1,600 cc"
MERCEDES BENZ,C-200,AVANTGARDE,USD,"US$ 12,800",https://cde.neoauto.pe/autos_usados/360x240/447457/447457_3156419.webp,2014,74000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,Asientos de cuero,"1,800 cc"
NISSAN,FRONTIER,4x4,USD,"US$ 35,800",https://cde.neoauto.pe/autos_usados/360x240/447457/447457_3953379.webp,2022,35000,Diesel,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,Asientos de cuero,"2,500 cc"
GEELY,CK,,USD,"US$ 2,700",https://cde.neoauto.pe/autos_usados/360x240/276067/276067_8542914.webp,2009,163000,Dual,Mecánica,"Lima, Lima",Plata,4,tela,"1,300 cc"
MERCEDES BENZ,ML 350,4X4,USD,"US$ 19,800",https://cde.neoauto.pe/autos_usados/360x240/447457/447457_5784652.webp,2014,85000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,6,tela,"3,500 cc"
MERCEDES BENZ,ML 350,4X4,USD,"US$ 20,400",https://cde.neoauto.pe/autos_usados/360x240/447457/447457_8349391.webp,2014,67000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,6,tela,"3,500 cc"
CHEVROLET,ONIX JOY,4x2,USD,"US$ 9,200",https://cde.neoauto.pe/autos_usados/360x240/197183/197183_5402837.webp,2021,32000,Gasolina,Mecánica,"Lima, Lima",Blanco,6,tela,14 cc
MAZDA,CX-3,4x2,USD,"US$ 16,500",https://cde.neoauto.pe/autos_usados/360x240/197183/197183_5988653.webp,2021,45000,Gasolina,Mecánica,"Lima, Lima",Rojo Cereza,6,tela,"2,000 cc"
SSANGYONG,ACTYON,2.0 MT - 4X2 X DIESEL ,USD,"US$ 5,400",https://cde.neoauto.pe/autos_usados/360x240/685379/685379_1318884.webp,2008,189000,Diesel,Mecánica,"Ica, Ica",Guinda,,tela,"2,000 cc"
TOYOTA,YARIS,XLI 1.3 MT,USD,"US$ 10,900",https://cde.neoauto.pe/autos_usados/360x240/522193/522193_8283428.webp,2014,22000,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,"1,300 cc"
HONDA,WR-V,LX CVT,USD,"US$ 12,000",https://cde.neoauto.pe/autos_usados/360x240/742248/742248_2515883.webp,2018,76000,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,tela,"1,496 cc"
JEEP,GRAND CHEROKEE SRT,AWD,USD,"US$ 21,000",https://cde.neoauto.pe/autos_usados/360x240/100566/100566_8575431.webp,2008,65000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,8,tela,"6,100 cc"
HONDA,CIVIC,LX AT,USD,"US$ 8,200",https://cde.neoauto.pe/autos_usados/360x240/154475/154475_3616424.webp,2009,47000,Gasolina,Automática,"Lima, Lima",Gris platino,,tela,"1,799 cc"
LAND ROVER,RANGE ROVER SPORT,4x4,USD,"US$ 31,000",https://cde.neoauto.pe/autos_usados/360x240/669427/669427_2328263.webp,2011,38500,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,8,tela,"5,000 cc"
MERCEDES BENZ,GLA 180,GLA 180 Urban,USD,"US$ 24,990",https://cde.neoauto.pe/autos_usados/360x240/124038/124038_6578778.webp,2019,54900,Gasolina,Automática - Secuencial,"Lima, Lima",Azul acero,4,Asientos de cuero,"1,600 cc"
BMW,X2 M35i,4x4,USD,"US$ 48,900",https://cde.neoauto.pe/autos_usados/360x240/124038/124038_4901391.webp,2023,5500,Gasolina,Automática - Secuencial,"Lima, Lima",Dorado,4,tela,"2,000 cc"
BMW,550i,IA,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/542102/542102_9993372.webp,2012,63090,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,8,Asientos de cuero,"4,400 cc"
MITSUBISHI,L200,4x4,USD,"US$ 20,000",https://cde.neoauto.pe/autos_usados/360x240/737858/737858_9007754.webp,2019,69000,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,500 cc"
TOYOTA,4RUNNER,V6 4.0 A/T LTD,USD,"US$ 52,990",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7950229.webp,2019,60000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,6,tela,"4,000 cc"
JEEP,CHEROKEE LIMITED,4x4,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/454314/454314_1477609.webp,2013,78000,Gasolina,Automática,"Lima, Lima",Rojo Cereza,6,tela,"3,700 cc"
TOYOTA,PRIUS,1.8 CVT,USD,"US$ 17,600",https://cde.neoauto.pe/autos_usados/360x240/594736/594736_2066076.webp,2019,35000,Gasolina-Híbrido,Automática - Secuencial,"Lima, Lima",Gris platino,4,tela,"1,800 cc"
SSANGYONG,RODIUS,2.0 MT - 4X2 DIESEL,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/454314/454314_4884059.webp,2015,83000,Diesel,Automática,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
SUBARU,IMPREZA,4x4,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/454314/454314_5301381.webp,2015,71000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
HONDA,ACCORD,Posterior,USD,"US$ 8,500",https://cde.neoauto.pe/autos_usados/360x240/454314/454314_3026578.webp,2010,78000,Gasolina,Automática,"Lima, Lima",Plateado,4,tela,"2,400 cc"
SUBARU,FORESTER,2.0I AWD MT X,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/454314/454314_2624466.webp,2014,74000,Gasolina,Mecánica,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
CHEVROLET,TRAVERSE,4x4,USD,"US$ 11,600",https://cde.neoauto.pe/autos_usados/360x240/454314/454314_6856246.webp,2013,78000,Gasolina,Automática - Secuencial,"Lima, Lima",Verde Metálico,6,tela,"3,500 cc"
VOLKSWAGEN,TIGUAN,Quattro,USD,"US$ 18,700",https://cde.neoauto.pe/autos_usados/360x240/175094/175094_2108485.webp,2018,80000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"1,400 cc"
MERCEDES BENZ,GLE 400 4MATIC,4x4,USD,"US$ 34,500",https://cde.neoauto.pe/autos_usados/360x240/124038/124038_8723738.webp,2016,52900,Gasolina,Automática - Secuencial,"Lima, Lima",Plateado,6,Asientos de cuero,"3,000 cc"
TOYOTA,COROLLA,Delantera,USD,"US$ 3,990",https://cde.neoauto.pe/autos_usados/360x240/741171/741171_7724674.webp,1997,294000,Gasolina,Automática,"Lima, Lima",Plomo Azulado,4,tela,"1,600 cc"
VOLKSWAGEN,T-CROSS,4x2,USD,"US$ 15,300",https://cde.neoauto.pe/autos_usados/360x240/738326/738326_6612815.webp,2020,25500,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,"16,000 cc"
TOYOTA,LAND CRUISER PRADO,2.7 TX-L MT,USD,"US$ 22,650",https://cde.neoauto.pe/autos_usados/360x240/435799/435799_8627607.webp,2011,83000,Gasolina,Mecánica,"Leoncio Prado, Huanuco",Gris platino,4,Asientos de cuero,"2,700 cc"
TOYOTA,PRIUS,4x2,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/346806/346806_7692230.webp,2020,18700,Gasolina-Híbrido,Automática - Secuencial,"Lima, Lima",Azul acero,4,tela,"1,800 cc"
NISSAN,721,4x4,USD,"US$ 21,900",https://cde.neoauto.pe/autos_usados/360x240/541165/541165_5616469.webp,2020,15900,Gasolina,Automática,"Lima, Lima",Rojo Oscuro,4,Asientos de cuero,"2,000 cc"
MITSUBISHI,MONTERO,4x4,USD,"US$ 9,990",https://cde.neoauto.pe/autos_usados/360x240/655694/655694_6277054.webp,2006,196000,Diesel,Automática,"Lima, Lima",,,tela,"2,700 cc"
TOYOTA,PRIUS,1.8 CVT,USD,"US$ 16,600",https://cde.neoauto.pe/autos_usados/360x240/346806/346806_4414685.webp,2019,45000,Gasolina-Híbrido,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"1,800 cc"
HYUNDAI,CRETA,1.6 GL 2WD AT FULL ,USD,"US$ 13,790",https://cde.neoauto.pe/autos_usados/360x240/655694/655694_7978444.webp,2016,51300,Gasolina,Automática,"Lima, Lima",,,tela,"1,600 cc"
SUBARU,FORESTER,2.0I AWD CVT X,USD,"US$ 17,800",https://cde.neoauto.pe/autos_usados/360x240/491350/491350_6474559.webp,2017,93500,Gasolina,Automática,"Lima, Lima",Negro,4,Asientos de cuero,"2,000 cc"
GEELY,GS,Delantera,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/43512/43512_6817928.webp,2020,37000,Dual,Automática - Secuencial,"Lima, Lima",Naranja,4,tela,"1,800 cc"
TOYOTA,RAV4,GX 2.4 AT 4X2,USD,US$ 9,https://cde.neoauto.pe/autos_usados/360x240/741492/741492_8191862.webp,2008,,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,,tela,"2,400 cc"
CHEVROLET,SAIL,1.5 LT MT,USD,"US$ 6,900",https://cde.neoauto.pe/autos_usados/360x240/360910/360910_1149897.webp,2017,100000,Dual,Mecánica,"Lima, Lima",Negro,4,tela,"1,500 cc"
VOLKSWAGEN,TOUAREG,V6 3.6 FSI AT,USD,"US$ 15,300",https://cde.neoauto.pe/autos_usados/360x240/128349/128349_3852724.webp,2012,114000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,6,tela,"3,000 cc"
MITSUBISHI,L200,4x4,USD,"US$ 18,700",https://cde.neoauto.pe/autos_usados/360x240/128349/128349_3442300.webp,2019,150,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,500 cc"
NISSAN,QASHQAI,TEKNA 4X2 2.0 CVT,USD,"US$ 11,000",https://cde.neoauto.pe/autos_usados/360x240/218840/218840_7963945.webp,2013,83000,Diesel,Automática - Secuencial,"Lima, Lima",Plata,4,tela,"1,500 cc"
MITSUBISHI,L200,4x4,USD,"US$ 12,800",https://cde.neoauto.pe/autos_usados/360x240/128349/128349_5930449.webp,2017,200000,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,500 cc"
TOYOTA,HILUX,Posterior,USD,"US$ 26,900",https://cde.neoauto.pe/autos_usados/360x240/377469/377469_5141758.webp,2023,52000,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,400 cc"
BMW,420i,Posterior,USD,"US$ 40,000",https://cde.neoauto.pe/autos_usados/360x240/136252/136252_2710119.webp,2021,23914,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"2,000 cc"
HYUNDAI,H-1,4x2,USD,"US$ 9,500",https://cde.neoauto.pe/autos_usados/360x240/487286/487286_8046616.webp,2012,135000,Diesel,Mecánica,"Piura, Piura",Gris Oscuro,4,tela,"2,500 cc"
VOLKSWAGEN,AMAROK,4x4,USD,"US$ 23,500",https://cde.neoauto.pe/autos_usados/360x240/678066/678066_8507419.webp,2017,89000,Diesel,Mecánica,"Trujillo, La Libertad",Marrón Perlado,4,tela,"2,000 cc"
MAZDA,CX-7,4x2,USD,"US$ 10,300",https://cde.neoauto.pe/autos_usados/360x240/521505/521505_4957316.webp,2013,83000,Gasolina,Automática - Secuencial,"Lima, Lima",Borgoña,4,tela,"2,000 cc"
AUDI,Q5,2.0 TFSI QUATTRO ATTRACTION,USD,"US$ 25,900",https://cde.neoauto.pe/autos_usados/360x240/715199/715199_3707770.webp,2018,59000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"2,000 cc"
HONDA,ODYSSEY,EXL,USD,"US$ 19,800",https://cde.neoauto.pe/autos_usados/360x240/738086/738086_2125218.webp,2013,36866,Gasolina,Automática,"Lima, Lima",Gris platino,,tela,"3,471 cc"
JEEP,Cherokee Longitude,4x4,USD,"US$ 20,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_1442586.webp,2016,20027,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"2,400 cc"
MITSUBISHI,MONTERO,4x4,USD,"US$ 21,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_7439147.webp,2013,69157,Diesel,Automática,"Lima, Lima",Negro,4,tela,"2,500 cc"
SUBARU,FORESTER,4x4,USD,"US$ 28,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_5358238.webp,2021,15958,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"2,000 cc"
SUBARU,FORESTER,4x4,USD,"US$ 26,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_9861918.webp,2019,29171,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"2,000 cc"
AUDI,A4,1.8 TFSI MULTITRONIC,USD,"US$ 11,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_4873736.webp,2013,88483,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,800 cc"
VOLKSWAGEN,JETTA GLI,4x2,USD,"US$ 11,600",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_8479417.webp,2013,82584,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"2,000 cc"
KIA,SORENTO,2.4 MT - EX 4X2 SPORT,USD,"US$ 16,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_6345728.webp,2015,74946,Gasolina,Automática,"Lima, Lima",Gris Metálico,,tela,"2,400 cc"
MERCEDES BENZ,A200,4x2,USD,"US$ 21,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_8846855.webp,2019,55655,Gasolina,Automática,"Lima, Lima",,4,tela,"1,400 cc"
HONDA,CR-V,LX 4X2 AT,USD,"US$ 18,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_6630246.webp,2017,92806,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"2,400 cc"
TOYOTA,FORTUNER,4x2,USD,"US$ 37,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_2203944.webp,2021,18763,Gasolina,Automática,"Lima, Lima",Blanco,,tela,"2,700 cc"
TOYOTA,FORTUNER,2.7 CITY 4X2 AT,USD,"US$ 34,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_2414253.webp,2018,49745,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"2,700 cc"
MERCEDES BENZ,C-200,4x2,USD,"US$ 12,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_9554122.webp,2012,93909,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"1,800 cc"
AUDI,Q3,4x4,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_2166186.webp,2013,70011,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"2,000 cc"
MAZDA,3,4x2,USD,"US$ 12,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_5420965.webp,2017,46123,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,"2,000 cc"
MITSUBISHI,LANCER,1.6 GLX MT,USD,"US$ 8,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_9743470.webp,2014,108677,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"1,600 cc"
TOYOTA,COROLLA,4x2,USD,"US$ 10,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_6437666.webp,2013,89657,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"1,600 cc"
MINI,HATCH COOPER S,4x2,USD,"US$ 21,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_5229506.webp,2018,65391,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"2,000 cc"
CHEVROLET,ONIX,4x2,USD,"US$ 11,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_4206006.webp,2018,43823,Gasolina,Mecánica,"Lima, Lima",Negro,4,tela,"1,400 cc"
NISSAN,FRONTIER,4x4,USD,"US$ 30,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_2335092.webp,2023,17874,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,500 cc"
FORD,TERRITORY,4x2,USD,"US$ 24,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_2931103.webp,2022,28409,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"1,500 cc"
CHEVROLET,TRAVERSE,4x4,USD,"US$ 33,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_8103369.webp,2020,55784,Gasolina,Automática,"Lima, Lima",Rojo,6,tela,"3,600 cc"
BMW,X6 M,4x4,USD,"US$ 30,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_8691109.webp,2012,87837,Gasolina,Automática,"Lima, Lima",Gris Metálico,8,tela,"4,400 cc"
AUDI,RS3,4x4,USD,"US$ 23,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_5491146.webp,2012,59320,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"2,500 cc"
LAND ROVER,RANGE ROVER SPORT,4x4,USD,"US$ 39,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_6002295.webp,2016,75753,Gasolina,Automática,"Lima, Lima",Gris Metálico,6,tela,"3,000 cc"
MERCEDES BENZ,GLA 45 AMG,GLA 45 AMG,USD,"US$ 31,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_7799163.webp,2017,60080,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"2,000 cc"
MERCEDES BENZ,CLA 180,URBAN,USD,"US$ 21,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_5777804.webp,2018,43865,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,600 cc"
HYUNDAI,TUCSON,4x2,USD,"US$ 24,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_9393192.webp,2022,27945,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"1,600 cc"
MERCEDES BENZ,GLE 400 4MATIC,GLE 400,USD,"US$ 35,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_9588627.webp,2017,66205,Gasolina,Automática,"Lima, Lima",Blanco,6,tela,"3,000 cc"
BMW,120i,4x2,USD,"US$ 18,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_7244342.webp,2017,72599,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"2,000 cc"
BMW,X3 20i,4x2,USD,"US$ 28,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_4216229.webp,2017,74093,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"2,000 cc"
MAZDA,2 SPORT,4x2,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_1266875.webp,2019,17267,Gasolina,Mecánica,"Lima, Lima",Azul,4,tela,"1,500 cc"
SUZUKI,GRAND VITARA,4x4,USD,"US$ 14,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_8143582.webp,2019,38297,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,"1,600 cc"
BMW,X3 20i,4x2,USD,"US$ 45,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_9824185.webp,2020,16718,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"2,000 cc"
AUDI,E-TRON,4x4,USD,"US$ 82,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_6687398.webp,2022,45161,Eléctrico,Automática,"Lima, Lima",Azul,,tela,
AUDI,A5 COUPE,1.8 TFSI MULTITRONIC,USD,"US$ 19,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_4902119.webp,2016,76910,Gasolina,Automática,"Lima, Lima",Blanco nieve,4,tela,"1,800 cc"
BMW,X6 50i,4x4,USD,"US$ 40,000",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_6885253.webp,2016,53311,Gasolina,Automática,"Lima, Lima",Gris huracan,8,tela,"4,400 cc"
FORD,EXPLORER,XLT 3.5 4X2,USD,"US$ 26,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_1159024.webp,2019,65838,Gasolina,Automática,"Lima, Lima",Azul,6,tela,"3,500 cc"
BMW,520-i,SEDAN AT 2.0,USD,"US$ 17,500",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_1143185.webp,2014,71941,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"2,000 cc"
MERCEDES BENZ,C-200,4x2,USD,"US$ 21,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_7199366.webp,2018,56623,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
MERCEDES BENZ,C-200,4x2,USD,"US$ 48,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_3916181.webp,2023,1777,Híbrido,Automática,"Lima, Lima",Negro,4,tela,"1,500 cc"
VOLKSWAGEN,JETTA,HIGHLINE 2.5 MT,USD,"US$ 11,900",https://cde.neoauto.pe/autos_usados/360x240/237418/237418_3144813.webp,2016,50952,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,"2,500 cc"
HYUNDAI,TERRACAN,4x4,USD,"US$ 9,000",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_5734222.webp,2006,184000,Diesel,Mecánica,"Lima, Lima",Gris Metálico,4,tela,"2,900 cc"
KIA,SPORTAGE,4x2,USD,"US$ 6,500",https://cde.neoauto.pe/autos_usados/360x240/728658/728658_8789826.webp,2015,77000,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
BMW,X7 40i,AWD,USD,"US$ 90,000",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_5913185.webp,2021,28454,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,6,tela,"3,000 cc"
NISSAN,X-TRAIL,FULL EXCLUSIVE 4X4 CVT 2.5,USD,"US$ 20,500",https://cde.neoauto.pe/autos_usados/360x240/647134/647134_7987869.webp,2017,50000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul acero,,tela,
MINI,COUNTRYMAN JCW,AWD,USD,"US$ 37,990",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7118363.webp,2021,24475,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"2,000 cc"
LEXUS,IS 200t,Posterior,USD,"US$ 17,900",https://cde.neoauto.pe/autos_usados/360x240/525394/525394_1361067.webp,2016,62500,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,Asientos de cuero,"2,000 cc"
BMW,118i,Posterior,USD,"US$ 19,500",https://cde.neoauto.pe/autos_usados/360x240/457492/457492_4128564.webp,2019,34000,Gasolina,Automática - Secuencial,"Lima, Lima",Rojo,3,tela,"1,500 cc"
SUBARU,NEW XV,4x4,USD,"US$ 13,500",https://cde.neoauto.pe/autos_usados/360x240/390718/390718_6937565.webp,2017,83000,Gasolina,Automática,"Lima, Lima",Gris platino,4,tela,"1,599 cc"
SUBARU,FORESTER,2.0I AWD MT X,USD,"US$ 16,500",https://cde.neoauto.pe/autos_usados/360x240/403356/403356_9494047.webp,2017,62000,Gasolina,Automática,"Lima, Lima",Blanco,4,tela,"2,000 cc"
