Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine
VOLKSWAGEN,TIGUAN,4x2,USD,"US$ 22,900",https://cde.neoauto.pe/autos_usados/360x240/742565/742565_9750049.webp,2019,63000,Gasolina,Automática - Secuencial,"Lima, Lima",Rojo Oscuro,4,tela,"1,400 cc"
MAZDA,CX-9,AT 2.5T AWD GS HIGH PE,USD,"US$ 25,000",https://cde.neoauto.pe/autos_usados/360x240/729742/729742_2865596.webp,2018,71017,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,tela,"2,488 cc"
CHERY,ARRIZO 3,4x2,USD,"US$ 7,900",https://cde.neoauto.pe/autos_usados/360x240/466020/466020_9981078.webp,2019,80000,Gas GNV,Mecánica,"Lima, Lima",Rojo,4,tela,"1,500 cc"
RENAULT,DUSTER,DYNAMIQUE 2.0 AT 4X2,USD,"US$ 9,000",https://cde.neoauto.pe/autos_usados/360x240/435867/435867_4606537.webp,2015,129000,Dual,Automática - Secuencial,"Lima, Lima",Marrón Perlado,4,tela,"2,000 cc"
HONDA,CIVIC TURBO,Delantera,USD,"US$ 23,900",https://cde.neoauto.pe/autos_usados/360x240/715777/715777_2176942.webp,2019,17500,Gasolina,Automática - Secuencial,"Callao, Callao",Blanco claro,4,tela,"1,500 cc"
NISSAN,FRONTIER,4x4,USD,"US$ 25,500",https://cde.neoauto.pe/autos_usados/360x240/362353/362353_7860560.webp,2021,25000,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,500 cc"
LADA,PRIORA,Delantera,USD,"US$ 5,300",https://cde.neoauto.pe/autos_usados/360x240/676169/676169_8692524.webp,2015,95000,Dual,Mecánica,"Lima, Lima",Negro,4,tela,"1,500 cc"
AUDI,A4,4x2,USD,"US$ 20,000",https://cde.neoauto.pe/autos_usados/360x240/715117/715117_9051755.webp,2017,53000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,4,tela,"1,934 cc"
HYUNDAI,CRETA,4x2,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/737752/737752_7048037.webp,2019,43000,Gasolina-Híbrido,Mecánica,"Lima, Lima",Rojo,4,Asientos de cuero,"1,591 cc"
JEEP,COMPASS,2.4 4X2 AT,USD,"US$ 9,990",https://cde.neoauto.pe/autos_usados/360x240/123589/123589_8921219.webp,2012,130000,Dual,Automática - Secuencial,"Lima, Lima",Negro,,Asientos de cuero,"2,400 cc"
HYUNDAI,ACCENT,4x2,USD,"US$ 5,990",https://cde.neoauto.pe/autos_usados/360x240/185243/185243_4227474.webp,2016,410000,Gas GNV,Mecánica,"Lima, Lima",Negro,4,tela,"1,368 cc"
NISSAN,QASHQAI,FULL EXCLUSIVE 4X4 CVT 2.0 GSL,USD,"US$ 14,990",https://cde.neoauto.pe/autos_usados/360x240/123589/123589_9898120.webp,2016,76000,Dual,Automática - Secuencial,"Lima, Lima",Rojo,4,tela,"2,000 cc"
BMW,418i,Posterior,USD,"US$ 27,500",https://cde.neoauto.pe/autos_usados/360x240/457492/457492_4805638.webp,2020,28700,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,3,tela,"1,500 cc"
MINI,COUNTRYMAN COOPER JCW,AWD,USD,"US$ 40,990",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_2632132.webp,2022,23394,Gasolina,Automática - Secuencial,"Lima, Lima",Verde,4,tela,"2,000 cc"
DFSK,GLORY 560,4x2,USD,"US$ 12,350",https://cde.neoauto.pe/autos_usados/360x240/730604/730604_5232530.webp,2022,22000,Gasolina,Mecánica,"Lima, Lima",Negro,4,tela,"1,800 cc"
JEEP,GRAND CHEROKEE LIMITED,4x4,USD,"US$ 25,000",https://cde.neoauto.pe/autos_usados/360x240/282220/282220_4392271.webp,2016,88000,Dual,Automática - Secuencial,"Lima, Lima",Gris Oscuro,6,Asientos de cuero,"3,600 cc"
RENAULT,DUSTER,EXPRESSION 1.6 MT 4X2,USD,"US$ 13,000",https://cde.neoauto.pe/autos_usados/360x240/389692/389692_7545675.webp,2019,34000,Dual,Mecánica,"Lima, Lima",Rojo,4,tela,"1,600 cc"
BMW,X6 35i,4x4,USD,"US$ 39,500",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_2107066.webp,2017,52000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,6,tela,"3,000 cc"
RENAULT,DUSTER,4x2,USD,"US$ 14,000",https://cde.neoauto.pe/autos_usados/360x240/477873/477873_4772138.webp,2022,15000,Dual,Mecánica,"Lima, Lima",Plata,4,tela,"1,600 cc"
HYUNDAI,CRETA,1.6 GL 2WD MT FULL ,USD,"US$ 13,800",https://cde.neoauto.pe/autos_usados/360x240/560430/560430_9037917.webp,2016,56000,Gasolina,Mecánica,"Lima, Lima",Blanco,4,tela,"1,600 cc"
HYUNDAI,ELANTRA,1.6 GL AT AB,USD,"US$ 36,600",https://cde.neoauto.pe/autos_usados/360x240/473620/473620_3326028.webp,2012,66700,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"1,600 cc"
TOYOTA,RAV4,2.0 4X2 MT,USD,"US$ 21,900",https://cde.neoauto.pe/autos_usados/360x240/673777/673777_6926561.webp,2017,38150,Gasolina,Mecánica,"Lima, Lima",Negro,4,tela,"2,000 cc"
MAZDA,CX-3,4x2,USD,"US$ 17,300",https://cde.neoauto.pe/autos_usados/360x240/662169/662169_7262434.webp,2021,25600,Gasolina,Mecánica,"Lima, Lima",Blanco,4,Asientos de cuero,"2,000 cc"
HONDA,PILOT,LX,USD,"US$ 19,900",https://cde.neoauto.pe/autos_usados/360x240/369704/369704_4113537.webp,2016,89500,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,6,Asientos de cuero,"3,500 cc"
HYUNDAI,SANTA FE,4x2,USD,"US$ 28,500",https://cde.neoauto.pe/autos_usados/360x240/118379/118379_6899696.webp,2023,15000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,500 cc"
TOYOTA,RAV4,GX 2.4 MT 4X4,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/671239/671239_7258200.webp,2010,127000,Gasolina,Automática,"Lima, Lima",Negro,4,tela,"2,400 cc"
JEEP,LIBERTY SPORT,4x4,USD,"US$ 5,900",https://cde.neoauto.pe/autos_usados/360x240/738408/738408_1176511.webp,2003,200000,Dual,Automática,"Lima, Lima",Verde Petroleo,4,tela,"3,700 cc"
RENAULT,CAPTUR,INTENS 4X2 2.0 AT,USD,"US$ 12,400",https://cde.neoauto.pe/autos_usados/360x240/158190/158190_6114192.webp,2018,27500,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,,tela,"2,000 cc"
NISSAN,AD,4x2,USD,"US$ 1,400",https://cde.neoauto.pe/autos_usados/360x240/740292/740292_9053931.webp,1986,,Gasolina,Automática,"Lima, Lima",Marrón,4,tela,
VOLVO,S60,AWD,USD,"US$ 27,900",https://cde.neoauto.pe/autos_usados/360x240/369704/369704_5868767.webp,2021,18680,Gasolina,Automática - Secuencial,"Lima, Lima",Rojo Carmesí,6,Asientos de cuero,"2,000 cc"
HONDA,ACCORD,EX AT,USD,Consultar,https://cde.neoauto.pe/autos_usados/360x240/116554/116554_8419204.webp,2013,22000,Gasolina,Automática - Secuencial,"Lima, Lima",,4,tela,"20,000 cc"
KIA,SONET,Delantera,USD,"US$ 16,600",https://cde.neoauto.pe/autos_usados/360x240/118379/118379_2147330.webp,2022,34500,Gasolina,Automática,"Lima, Lima",Gris Metálico,4,tela,"1,500 cc"
HONDA,PILOT,EXL,USD,Consultar,https://cde.neoauto.pe/autos_usados/360x240/116554/116554_1473159.webp,2013,53000,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,6,Asientos de cuero,"3,500 cc"
MAZDA,CX-3,2.0 2WD GS HIGH PE AT,USD,"US$ 15,800",https://cde.neoauto.pe/autos_usados/360x240/116554/116554_7958038.webp,2019,42000,Gasolina,Automática - Secuencial,"Lima, Lima",Borgoña,4,Asientos de cuero,"2,000 cc"
BMW,420i,COUPE,USD,"US$ 24,900",https://cde.neoauto.pe/autos_usados/360x240/116554/116554_7223239.webp,2018,20000,Gasolina,Automática - Secuencial,"Lima, Lima",Plateado,4,Asientos de cuero,"1,600 cc"
ASTON MARTIN,VANTAGE V8,Posterior,USD,"US$ 164,000",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7152127.webp,2020,6900,Gasolina,Automática - Secuencial,"Lima, Lima",Plomo,8,tela,"4,000 cc"
AUDI,Q5,2.0 TFSI QUATTRO SPORT,USD,"US$ 28,500",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_6480872.webp,2017,53800,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,Asientos de cuero,"2,000 cc"
AUDI,A4,Delantera,USD,"US$ 20,500",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_2720985.webp,2017,30572,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,Asientos de cuero,"1,400 cc"
MINI,5 PUERTAS,4x2,USD,"US$ 13,800",https://cde.neoauto.pe/autos_usados/360x240/536223/536223_1066687.webp,2016,62000,Gasolina,Mecánica,"Lima, Lima",Azul,3,tela,"1,500 cc"
VOLKSWAGEN,TIGUAN,TREND & FUN 2.0 AT,USD,"US$ 8,800",https://cde.neoauto.pe/autos_usados/360x240/730951/730951_6012000.webp,2009,87000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,tela,"2,000 cc"
VOLKSWAGEN,JETTA,TRENDLINE 2.5 MT,USD,"US$ 8,750",https://cde.neoauto.pe/autos_usados/360x240/287764/287764_8573319.webp,2014,93000,Gasolina,Mecánica,"Lima, Lima",Champagne,5,tela,"2,500 cc"
BMW,420I GRAN COUPE,Posterior,USD,"US$ 24,990",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_8840286.webp,2019,37300,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,Asientos de cuero,"2,000 cc"
MERCEDES BENZ,A200,4x2,USD,"US$ 23,999",https://cde.neoauto.pe/autos_usados/360x240/536223/536223_6015791.webp,2020,15061,Gasolina,Automática,"Lima, Lima",Plata,4,Asientos de cuero,"1,400 cc"
MERCEDES BENZ,GLK 250,4MATIC,USD,"US$ 18,900",https://cde.neoauto.pe/autos_usados/360x240/116554/116554_6125680.webp,2015,50000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco claro,4,Asientos de cuero,"2,000 cc"
MAZDA,3 SPORT,4x2,USD,"US$ 13,900",https://cde.neoauto.pe/autos_usados/360x240/733540/733540_5265817.webp,2018,71000,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"2,500 cc"
JEEP,RENEGADE,4x4,USD,"US$ 10,800",https://cde.neoauto.pe/autos_usados/360x240/116554/116554_9653057.webp,2022,,Gasolina,Automática - Secuencial,"Lima, Lima",Plateado,4,tela,"3,600 cc"
BMW,X3 20i,4x2,USD,"US$ 27,900",https://cde.neoauto.pe/autos_usados/360x240/120266/120266_6445666.webp,2017,53700,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
SUBARU,IMPREZA SPORT,4x4,USD,"US$ 15,400",https://cde.neoauto.pe/autos_usados/360x240/742497/742497_5230316.webp,2019,34450,Gasolina,Automática,"Lima, Lima",Azul,4,tela,"1,600 cc"
RENAULT,DUSTER,4x2,USD,"US$ 11,900",https://cde.neoauto.pe/autos_usados/360x240/350047/350047_3018100.webp,2021,56000,Dual,Mecánica,"Lima, Lima",Plata,4,tela,"1,600 cc"
BMW,318i,Delantera,USD,"US$ 17,300",https://cde.neoauto.pe/autos_usados/360x240/740287/740287_5998229.webp,2017,52000,Gasolina,Automática - Secuencial,"Lima, Lima",Rojo,4,Asientos de cuero,"1,500 cc"
HONDA,HR-V,LX MT,USD,"US$ 13,300",https://cde.neoauto.pe/autos_usados/360x240/134135/134135_4456947.webp,2016,36000,Gasolina,Mecánica,"Trujillo, La Libertad",Gris platino,4,Asientos de cuero,"1,800 cc"
MAZDA,CX-9,4x4,USD,"US$ 11,500",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_7707589.webp,2010,109267,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,6,tela,"3,700 cc"
VOLKSWAGEN,TIGUAN,TRACK & STYLE 2.0 AT,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_4270627.webp,2013,23026,Gasolina,Automática - Secuencial,"Lima, Lima",Verde Metálico,4,tela,"2,000 cc"
BMW,320i,Posterior,USD,"US$ 16,500",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_2462252.webp,2013,23800,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
MERCEDES BENZ,C-180,CLASSIC,USD,"US$ 11,700",https://cde.neoauto.pe/autos_usados/360x240/689662/689662_6233771.webp,2012,114200,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"1,800 cc"
VOLKSWAGEN,T-CROSS,Delantera,USD,"US$ 16,900",https://cde.neoauto.pe/autos_usados/360x240/399758/399758_8946176.webp,2021,28000,Gasolina,Automática - Secuencial,"Lima, Lima",,4,tela,
GEELY,GC7,4x2,USD,"US$ 5,900",https://cde.neoauto.pe/autos_usados/360x240/742494/742494_5407008.webp,2014,50000,Dual,Mecánica,"Lima, Lima",Plata,,tela,
SUBARU,FORESTER,2.0I AWD CVT X,USD,"US$ 15,500",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_7220406.webp,2014,40735,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,000 cc"
SUBARU,OUTBACK,3.6R-S AWD CVT,USD,"US$ 27,000",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_6807547.webp,2018,31000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,6,tela,"3,600 cc"
TOYOTA,SIENNA,Delantera,USD,"US$ 18,000",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_8599176.webp,2013,53000,Gasolina,Automática,"Lima, Lima",Azul acero,6,tela,"3,500 cc"
JEEP,LIBERTY,4x2,USD,"US$ 6,300",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_3972558.webp,2004,101000,Gasolina,Mecánica,"Lima, Lima",Plata,4,tela,"2,400 cc"
VOLVO,XC-40,4x2,USD,"US$ 28,900",https://cde.neoauto.pe/autos_usados/360x240/405515/405515_1659580.webp,2020,35691,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,Asientos de cuero,"2,000 cc"
BMW,X5 35i,4x4,USD,"US$ 29,600",https://cde.neoauto.pe/autos_usados/360x240/114176/114176_7603879.webp,2016,79811,Gasolina,Automática - Secuencial,"Lima, Lima",Gris huracan,6,Asientos de cuero,"3,000 cc"
TOYOTA,FORTUNER,4x4,USD,"US$ 48,500",https://cde.neoauto.pe/autos_usados/360x240/723395/723395_8268067.webp,2023,28000,Diesel,Mecánica,"Huancayo, Junin",Blanco,4,tela,"2,800 cc"
AUDI,A4,1.8 TFSI MULTITRONIC,USD,"US$ 13,000",https://cde.neoauto.pe/autos_usados/360x240/691875/691875_2984949.webp,2014,76000,Gasolina,Automática,"Lima, Lima",Negro,4,Asientos de cuero,"1,800 cc"
MASERATI,GRAND TURISMO,4WD,USD,"US$ 109,000",https://cde.neoauto.pe/autos_usados/360x240/114176/114176_6500142.webp,2018,8511,Gasolina,Automática,"Lima, Lima",Borgoña,8,Asientos de cuero,"4,600 cc"
MG,MG3,Delantera,USD,"US$ 5,900",https://cde.neoauto.pe/autos_usados/360x240/114176/114176_3845836.webp,2012,54121,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,500 cc"
SSANGYONG,KORANDO,2.0G AT - 4X2,USD,"US$ 6,800",https://cde.neoauto.pe/autos_usados/360x240/737543/737543_3567293.webp,2013,134000,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
FORD,TERRITORY,4x2,USD,"US$ 23,500",https://cde.neoauto.pe/autos_usados/360x240/369496/369496_7814400.webp,2023,19000,Gasolina,Automática - Secuencial,"Lima, Lima",Beige,4,tela,"1,500 cc"
MERCEDES BENZ,ML 350,4x4,USD,"US$ 14,200",https://cde.neoauto.pe/autos_usados/360x240/114176/114176_8169557.webp,2011,127121,Gasolina,Automática,"Lima, Lima",Negro,6,Asientos de cuero,"3,500 cc"
DODGE,DURANGO,4x4,USD,"US$ 26,900",https://cde.neoauto.pe/autos_usados/360x240/228475/228475_3087340.webp,2018,62000,Gasolina,Automática - Secuencial,"Lima, Lima",,6,Asientos de cuero,"3,600 cc"
JEEP,RENEGADE,4x4,USD,"US$ 14,000",https://cde.neoauto.pe/autos_usados/360x240/432176/432176_6007891.webp,2017,102000,Gasolina,Automática - Secuencial,"Chincha, Ica",Plata,4,tela,"2,360 cc"
TOYOTA,4RUNNER,4x4,USD,"US$ 49,850",https://cde.neoauto.pe/autos_usados/360x240/98876/98876_5150037.webp,2020,74700,Gas,Automática - Secuencial,"Ilo, Moquegua",Gris Metálico,6,tela,"4,000 cc"
KIA,SPORTAGE,4x2,USD,"US$ 8,500",https://cde.neoauto.pe/autos_usados/360x240/740674/740674_7497787.webp,2009,116000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Metálico,4,tela,"2,000 cc"
AUDI,A6,1.8 TFSI STRONIC,USD,"US$ 20,000",https://cde.neoauto.pe/autos_usados/360x240/516662/516662_3212728.webp,2017,50000,Gasolina,Automática - Secuencial,"Lima, Lima",Azul,4,Asientos de cuero,"1,800 cc"
KIA,SELTOS,Delantera,USD,"US$ 19,500",https://cde.neoauto.pe/autos_usados/360x240/113884/113884_9592473.webp,2023,24332,Gasolina,Automática,"Lima, Lima",Gris Oscuro,4,tela,"1,500 cc"
JEEP,COMPASS,SPORT 4X2 2.0 AT,USD,"US$ 11,350",https://cde.neoauto.pe/autos_usados/360x240/113884/113884_6307671.webp,2014,79230,Gasolina,Mecánica,"Lima, Lima",Negro Perlado,4,tela,"2,400 cc"
JMC,BOARDING,4x2,USD,"US$ 16,000",https://cde.neoauto.pe/autos_usados/360x240/706847/706847_7975846.webp,2023,330,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,771 cc"
TOYOTA,COROLLA,Delantera,USD,"US$ 6,000",https://cde.neoauto.pe/autos_usados/360x240/377294/377294_3925949.webp,1998,150000,Gasolina,Automática,"Lima, Lima",Plata,4,tela,"1,600 cc"
VOLKSWAGEN,JETTA,TRENDLINE 2.0 AT,USD,"US$ 12,550",https://cde.neoauto.pe/autos_usados/360x240/740287/740287_8167262.webp,2018,42000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,000 cc"
MERCEDES BENZ,C-180,CLASSIC,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/113884/113884_3290181.webp,2013,89900,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,4,Asientos de cuero,"1,500 cc"
KIA,SPORTAGE,4x2,USD,"US$ 16,890",https://cde.neoauto.pe/autos_usados/360x240/654167/654167_9579946.webp,2017,86720,Dual,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,000 cc"
TOYOTA,HILUX,4x2,USD,"US$ 19,500",https://cde.neoauto.pe/autos_usados/360x240/242041/242041_4813264.webp,2018,44800,Diesel,Mecánica,"Lima, Lima",Blanco,4,Asientos de cuero,"2,400 cc"
PORSCHE,CAYENNE S,4x4,USD,"US$ 23,700",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_3112294.webp,2012,61000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,8,tela,"4,800 cc"
KIA,CERATO,1.6 MT LX,USD,"US$ 12,900",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_1559769.webp,2018,86000,Dual,Mecánica,"Lima, Lima",Blanco,4,tela,"1,600 cc"
HYUNDAI,TUCSON,4x2,USD,"US$ 18,300",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_2058358.webp,2018,53000,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,000 cc"
NISSAN,X-TRAIL,4x2,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_7664859.webp,2010,88400,Gasolina,Automática - Secuencial,"Lima, Lima",Gris huracan,4,tela,"2,500 cc"
SUBARU,FORESTER,2.0 AWD AT XS,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_8090061.webp,2011,102700,Gasolina,Automática,"Lima, Lima",Gris Oscuro,4,Asientos de cuero,"2,000 cc"
CITROEN,Jumpy,4x2,USD,"US$ 9,400",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_2290185.webp,2017,93850,Dual,Mecánica,"Lima, Lima",Blanco,4,tela,"2,000 cc"
SUZUKI,S-PRESSO,4x2,USD,"US$ 10,490",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_5495570.webp,2023,7030,Gasolina,Mecánica,"Lima, Lima",Gris Oscuro,3,tela,"1,000 cc"
PEUGEOT,207,4x2,USD,"US$ 6,800",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_8231019.webp,2012,159000,Dual,Mecánica,"Lima, Lima",Plata,4,tela,"1,400 cc"
RENAULT,OROCH,4x2,USD,"US$ 12,900",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_8914527.webp,2019,59300,Gasolina,Mecánica,"Lima, Lima",Negro,4,tela,"2,000 cc"
CITROEN,BERLINGO,4x2,USD,"US$ 14,300",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_5136435.webp,2021,54000,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"1,600 cc"
TOYOTA,HILUX SR,4x4,USD,"US$ 25,800",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_5225587.webp,2017,64000,Diesel,Mecánica,"Lima, Lima",Rojo,4,tela,"2,800 cc"
SUBARU,LEGACY,4x4,USD,"US$ 8,300",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_6193442.webp,2009,134000,Gasolina,Automática - Secuencial,"Lima, Lima",Gris Oscuro,6,tela,"3,000 cc"
HONDA,WR-V,,USD,"US$ 14,100",https://cde.neoauto.pe/autos_usados/360x240/741270/741270_9109253.webp,2021,,Gasolina,Automática,"Lima, Lima",,,tela,
MERCEDES BENZ,E-300,Posterior,USD,"US$ 54,990",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7834288.webp,2018,3380,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,000 cc"
MITSUBISHI,MIRAGE,4x2,USD,"US$ 6,800",https://cde.neoauto.pe/autos_usados/360x240/492153/492153_6624429.webp,2014,96000,Gasolina,Automática,"Lima, Lima",Rojo Cereza,3,tela,"1,200 cc"
NISSAN,X-TRAIL,FULL 4X2 CVT 2.5,USD,"US$ 13,300",https://cde.neoauto.pe/autos_usados/360x240/214878/214878_6951398.webp,2015,86000,Gasolina,Automática - Secuencial,"Lima, Lima",Rojo,4,tela,"2,500 cc"
MITSUBISHI,L200,4x4,USD,"US$ 23,900",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_9221042.webp,2021,97200,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,400 cc"
TOYOTA,HILUX,4x4,USD,"US$ 6,000",https://cde.neoauto.pe/autos_usados/360x240/728573/728573_8114548.webp,2013,93200,Diesel,Mecánica,"Lima, Lima",Negro,4,tela,"3,000 cc"
SUZUKI,GRAND VITARA,4x2,USD,"US$ 20,500",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_2686874.webp,2024,2000,Gasolina-Híbrido,Mecánica,"Lima, Lima",Negro,4,tela,"1,500 cc"
RAM,1500,4x4,USD,"US$ 38,500",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_8206401.webp,2022,10000,Gasolina,Automática,"Lima, Lima",Negro,6,tela,"3,600 cc"
RAM,700,4x2,USD,"US$ 12,300",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_9495450.webp,2022,46000,Gasolina,Mecánica,"Lima, Lima",Plata,8,tela,"1,400 cc"
MITSUBISHI,MONTERO SPORT,4x2,USD,"US$ 32,000",https://cde.neoauto.pe/autos_usados/360x240/327270/327270_1150733.webp,2020,17500,Gasolina,Automática,"Lima, Lima",Blanco,,tela,
MERCEDES BENZ,GLC 250 4MATIC,GLC 250 4MATIC,USD,"US$ 26,990",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7244420.webp,2017,57544,Gasolina,Automática - Secuencial,"Lima, Lima",,4,tela,"2,000 cc"
NISSAN,SENTRA,4x2,USD,"US$ 4,100",https://cde.neoauto.pe/autos_usados/360x240/724026/724026_4726844.webp,2016,75000,Gasolina,Automática,"Lima, Lima",Rojo,4,tela,"1,800 cc"
BMW,318i,Posterior,USD,"US$ 21,250",https://cde.neoauto.pe/autos_usados/360x240/124038/124038_4180707.webp,2017,39900,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,3,tela,"1,500 cc"
BMW,330i,Posterior,USD,"US$ 46,900",https://cde.neoauto.pe/autos_usados/360x240/659946/659946_6955575.webp,2023,8100,Gasolina,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"2,000 cc"
HONDA,ODYSSEY,EXL,USD,"US$ 14,500",https://cde.neoauto.pe/autos_usados/360x240/175848/175848_6506800.webp,2014,120000,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,6,tela,"3,500 cc"
FORD,RANGER,4x4,USD,"US$ 23,990",https://cde.neoauto.pe/autos_usados/360x240/742389/742389_9808795.webp,2019,51000,Diesel,Mecánica,"Huancayo, Junin",Guinda,5,tela,"3,200 cc"
MITSUBISHI,L200,4x4,USD,"US$ 16,900",https://cde.neoauto.pe/autos_usados/360x240/452323/452323_4659686.webp,2019,80000,Diesel,Mecánica,"Lima, Lima",Blanco,4,tela,"2,500 cc"
RENAULT,LOGAN,Delantera,USD,"US$ 8,000",https://cde.neoauto.pe/autos_usados/360x240/159137/159137_1104824.webp,2020,,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"1,600 cc"
VOLKSWAGEN,GOL,ESTILO 1.6 MT,USD,"US$ 6,700",https://cde.neoauto.pe/autos_usados/360x240/365049/365049_9407004.webp,2012,88000,Gasolina,Automática - Secuencial,"Lima, Lima",Verde Perlado,4,tela,"1,600 cc"
RENAULT,OROCH,Delantera,USD,"US$ 12,300",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_9066443.webp,2018,96600,Gasolina,Mecánica,"Lima, Lima",Verde,4,tela,"2,000 cc"
HONDA,PILOT,LX,USD,"US$ 20,300",https://cde.neoauto.pe/autos_usados/360x240/230334/230334_6308935.webp,2016,52500,Gasolina,Automática - Secuencial,"Lima, Lima",Plata,6,Asientos de cuero,"3,500 cc"
MITSUBISHI,ASX,4x2,USD,"US$ 10,500",https://cde.neoauto.pe/autos_usados/360x240/733107/733107_1107165.webp,2013,50000,Gasolina,Mecánica,"Lima, Lima",Rojo,4,tela,"1,998 cc"
MG,ZX,4x2,USD,"US$ 12,500",https://cde.neoauto.pe/autos_usados/360x240/647039/647039_8848058.webp,2022,16000,Gas GLP,Automática - Secuencial,"Lima, Lima",Negro,4,tela,"1,500 cc"
TOYOTA,YARIS,4x2,USD,"US$ 14,900",https://cde.neoauto.pe/autos_usados/360x240/646038/646038_5353074.webp,2022,21000,Gas GLP,Automática,"Lima, Lima",Plata,4,tela,"1,300 cc"
MAZDA,CX-9,AWD,USD,"US$ 33,950",https://cde.neoauto.pe/autos_usados/360x240/603182/603182_3847578.webp,2022,20450,Gasolina,Automática - Secuencial,"Lima, Lima",Blanco,4,tela,"2,500 cc"
